usage_id,customer_id,product_type,monthly_balance,num_products,date
3413,15725039,Loan,45458850.56,1,2026/05/16
3414,15629603,Investment,114.16,2,2026/01/24
3415,15800806,Credit Card,76378.39,2,2026/03/06
3416,15756875,Savings,203411.05,1,2026/04/11
3417,15610056,Savings,44579.04,2,2026/01/25
3418,15778959,Loan,20.19,2,2026/01/15
3419,15628279,Investment,6.18,2,2026/07/13
3420,15691723,Loan,123811.16,1,2026/01/16
3421,15610140,Investment,597.31,3,2026/05/25
3422,15587133,Credit Card,56433.54,2,2026/02/10
3423,15592999,Credit Card,69820.2,3,2026/04/14
3424,15632280,Investment,443.01,1,2025/11/26
3425,15700394,Credit Card,72622.51,2,2026/02/11
3426,15670898,Investment,26587.66,2,2026/05/12
3427,15617648,Investment,53659.64,2,2025/11/19
3428,15732448,Credit Card,107.37,1,2026/06/14
3429,15589924,Credit Card,158.06,2,2026/08/05
3430,15703167,Loan,365.22,2,2026/07/25
3431,15734850,Loan,59393.7,1,2026/04/16
3432,15708710,Credit Card,184.14,1,2025/09/30
3433,15712543,Loan,72294.07,2,2025/12/08
3434,15770567,Credit Card,98478.36,1,2025/11/18
3435,15813504,Credit Card,-778.26,1,2025/09/30
3436,15726814,Credit Card,420.96,2,2025/12/29
3437,15764335,Loan,73656.02,2,2025/12/05
3438,15757467,Savings,270.58,2,2025/09/21
3439,15662500,Checking,41.84,2,2026/05/01
3440,15781689,Investment,-1224.26,2,2026/01/14
3441,15713843,,-855.57,2,2025/11/25
3442,15744044,Loan,87820.91,1,2026/08/30
3443,15671969,Checking,792.85,2,2026/04/30
3444,15599268,Checking,436.77,2,2026/04/14
3445,15687634,SAVINGS,109583.0,1,2025/11/01
3446,15660833,Loan,27267.46,2,2026/05/14
3447,15747043,Credit Card,-2368.41,2,2025/09/23
3448,15665402,Investment,86512.13,1,2026/04/17
3449,15704657,Investment,79283.98,1,2026/03/04
3450,15604138,Investment,81.52,1,2026/09/01
3451,15633866,Credit Card,,1,2026/06/17
3452,15700083,Investment,117639.59,2,2026/05/09
3453,15770968,Savings,66470.84,2,2026/04/25
3454,15578098,loan,341.52,2,2026/05/13
3455,15633531,Checking,161485.57,1,2025/10/30
3456,15713144,Credit Card,1087.29,1,2025/11/17
3457,15659234,Credit Card,43125.2,1,2025/11/05
3458,15675896,Investment,86388.88,1,2026/02/28
3459,15726494,Checking,132565.43,1,2025/10/20
3460,15699963,INVESTMENT,111047.98,1,2025/12/16
3461,15657228,SAVINGS,60724.03,2,2026/01/26
3462,15750497,Loan,110832.42,1,2025/12/04
3463,15585284,Credit Card,119610.81,1,2025/11/28
3464,15750811,Loan,127496.42,1,2026/05/21
3465,15769781,Savings,1570.9,2,2026/01/20
3466,15600934,Credit Card,121052.58,1,2026/06/18
3467,15792365,Investment,44044.73,2,2026/08/08
3468,15707681,credit card,31216.12,2,2026/06/29
3469,15801417,Credit Card,99456.86,1,2025/12/20
3470,15794278,Loan,173832.43,3,2026/06/28
3471,15743828,Credit Card,482.53,1,2025/09/05
3472,15709295,Credit Card,46744.48,2,2026/05/30
3473,15730150,Checking,94391.89,1,2026/06/22
3474,15778142,Investment,55614.57,2,2025/12/04
3475,15767908,Loan,95507.8,2,2026/04/04
3476,15693381,Loan,95391.2,2,2025/10/12
3477,15768293,Credit Card,749.83,2,2026/01/07
3478,15671655,Loan,112550.46,2,2026/05/16
3479,15589147,Investment,83715.45,1,2026/08/15
3480,15701318,Loan,204481.77,1,2025/10/21
3481,15798200,Checking,874.12,3,2026/02/18
3482,15677112,,66426.72,2,2025/09/16
3483,15723373,Loan,116316.73,1,2026/01/26
3484,15593897,Credit Card,75604.03,2,2026/08/17
3485,15779496,Loan,34636.3,2,2026/08/17
3486,15569364,Credit Card,585.05,2,2025/11/04
3487,15760450,Loan,1230.25,2,2026/03/23
3488,15572415,Checking,566.97,2,2026/03/13
3489,15721007,Credit Card,35033744.37,1,2026/07/02
3490,15667602,Loan,748.41,2,2025/10/27
3491,15695819,Investment,81059.43,2,2026/02/15
3492,15775067,Loan,55200.07,2,2025/11/20
3493,15707473,Loan,65588.04,1,2025/09/17
3494,15684319,Savings,28259.76,1,2025/10/14
3495,15805463,Loan,63126.0,2,2026/04/26
3496,15702014,Checking,23458.63,2,2026/08/31
3497,15611682,Loan,320222.16,1,2026/08/06
3498,15713853,Investment,55429.74,4,2026/05/06
3499,15785869,Credit Card,380.99,2,2026/04/23
3500,15784323,Loan,597.57,2,2026/07/21
3501,15688849,Checking,54381.13,3,2026/01/18
3502,15692226,Investment,95207.91,1,2026/07/04
3503,15688337,Savings ,153870.33,1,2026/08/05
3504,15809286,Savings,-4892.98,2,2025/09/05
3505,15704284,Loan,101623.03,1,2026/02/18
3506,15661349,Investment,602.48,2,2025/09/25
3507,15571059,Checking,118.53,1,2026/08/04
3508,15668270,CreditCard,71786.1,2,2026/07/18
3509,15738588,Loan,120732.77,1,2026/04/22
3510,15741921,Loan,951.11,2,2026/02/16
3511,15691483,Savings,590.01,2,2026/06/21
3512,15620030,Credit Card,248.74,1,2025/11/08
3513,15615020,Checking,52255.49,2,2025/12/20
3514,15752915,Credit Card,1407.23,2,2025/09/27
3515,15761076,Loan,32908.49,2,2026/07/29
3516,15591509,Loan,55774.42,2,2026/01/25
3517,15586425,Savings,331.98,2,2026/02/15
3518,15688074,Credit Card,146448.02,1,2025/10/01
3519,15791944,SAVINGS,54034.64,3,2025/10/09
3520,15810660,Checking,61214.01,2,2026/06/10
3521,15792489,Savings,33.63,2,2026/07/08
3522,15785975,Credit Card,600.45,2,2026/03/17
3523,15782778,Checking,438.63,2,2025/10/20
3524,15721719,Loan,-4039.59,2,2026/03/26
3525,15646936,Loan,65204.45,2,2026/01/11
3526,15642544,Investment,397.63,2,2025/12/03
3527,15694765,Investment,111279.34,1,2026/01/03
3528,15808971,Credit Card,,2,2026/03/26
3529,15778089,Loan,908.92,2,2025/10/18
3530,15702175,Loan,59857.91,2,2025/09/13
3531,15745844,Checking,84175.3,4,2025/12/18
3532,15712938,Checking,273.77,2,2025/11/25
3533,15648461,Investment,58431.51,2,2026/03/20
3534,15767598,Savings,578.52,2,2026/03/28
3535,15686941,Investment,90.59,2,2026/01/26
3536,15756196,Investment,64089.19,2,2026/07/31
3537,15592387,Checking,517.31,1,2026/08/03
3538,15745452,Investment,110043.92,1,2025/11/20
3539,15673790,Investment,55268.87,2,2025/11/03
3540,15621205,Loan,137117.49,1,2026/02/02
3541,15815552,Checking,129494.49,1,2026/05/12
3542,15643523,Loan,596.39,2,2026/04/12
3543,15791836,Checking,389.8,2,2026/02/08
3544,15697283,Investment,927.72,2,2026/08/19
3545,15596228,Investment,12.03,2,2026/07/08
3546,15777896,Savings,80773.36,1,2025/11/09
3547,15775306,Investment,48704.25,3,2026/03/05
3548,15709917,Loan,72537.71,1,2026/08/09
3549,15771856,Investment,184.61,2,2025/10/22
3550,15570289,,78707.45,1,2026/03/10
3551,15566531,Credit Card,95116.84,1,2026/05/23
3552,15616676,Credit Card,114338.72,1,2025/12/14
3553,15793854,Savings,125227.53,1,2026/05/11
3554,15589018,loan,42187.17,2,2026/04/19
3555,15647838,Credit Card,145703.36,1,2026/03/20
3556,15620936,Credit Card,923.23,2,2026/05/04
3557,15665159,Loan,61013.83,2,2026/01/18
3558,15668679,Checking,1014.86,2,2026/06/18
3559,15659677,Checking,168298.22,1,2026/07/07
3560,15602312,Savings,159564.46,1,2026/04/07
3561,15604963,Savings,407.25,2,2025/10/19
3562,15624993,Investment,158352.2,1,2026/04/07
3563,15803654,Investment,106721.55,3,2026/03/10
3564,15750396,Investment,916.64,2,2026/07/14
3565,15689598,Loan,476.66,1,2025/12/07
3566,15778752,Investment,43117.44,2,2026/04/13
3567,15726267,Loan,54747.19,2,2026/07/22
3568,15727915,Savings,84183.72,1,2026/04/09
3569,15616028,investment,549.14,3,2025/10/20
3570,15783875,Loan,549.72,2,2025/09/23
3571,15689344,Credit Card,677.11,3,2026/05/23
3572,15768124,Savings,14.19,1,2026/02/24
3573,15700366,Savings,146321.45,1,2026/04/28
3574,15601719,Credit Card,34900174.02,1,2026/08/15
3575,15668460,Loan,1024.07,2,2025/12/26
3576,15676835,Loan,302.76,2,2026/07/31
3577,15789379,Checking,47449.76,1,2026/08/20
3578,15615050,Loan,40529.83,2,2026/09/03
3579,15742820,Loan,36219451.64,2,2025/11/21
3580,15578073,Credit Card,715.07,2,2026/05/14
3581,15784958,Savings,129.03,4,2026/05/30
3582,15761506,Checking,290.06,2,2026/07/22
3583,15679928,Loan,39345.14,2,2026/07/31
3584,15570855,Credit Card,415.43,2,2026/05/29
3585,15777743,Checking,86668.65,1,2025/10/15
3586,15795246,Checking,80900.76,2,2026/01/29
3587,15721116,Investment,,2,2026/04/30
3588,15597901,Checking ,70.82,1,2026/04/14
3589,15643671,Investment,47953.18,2,2025/10/13
3590,15617655,Investment,620.97,1,2026/05/05
3591,15805676,Checking,64142.79,2,2026/02/03
3592,15781875,Credit Card ,42344.43,2,2025/11/18
3593,15763874,Checking,833.78,2,2025/11/07
3594,15684469,Investment,78685.84,1,2026/08/19
3595,15607112,Checking,594.1,1,2026/02/03
3596,15647800,Savings,100382.54,1,2026/01/08
3597,15725024,Investment,24934.6,2,2026/05/28
3598,15779423,Checking,52453.17,2,2026/04/09
3599,15649086,Investment,1204.63,2,2026/02/01
3600,15658532,Investment,141190.68,1,2026/06/21
3601,15587210,Credit Card,120790.59,1,2025/09/27
3602,15662021,Checking,650.26,2,2026/06/12
3603,15737792,Credit Card,103575.05,1,2025/10/12
3604,15706815,Savings,76912.93,1,2025/09/26
3605,15568326,Loan,684.05,2,2026/05/23
3606,15744873,Credit Card,144406.67,1,2025/10/28
3607,15694644,Checking ,388.1,1,2026/05/22
3608,15650864,Loan,635.28,2,2026/04/08
3609,15661034,Loan,127786.55,1,2026/04/02
3610,15666711,Credit Card,1271.66,3,2025/10/21
3611,15717138,Investment,47923.92,2,2026/04/28
3612,15776051,Credit Card,452.86,2,2026/08/07
3613,15569526,Investment,50326.6,2,2026/06/21
3614,15654230,Savings,110151.21,1,2026/01/10
3615,15787322,Investment,1070.9,1,2026/03/03
3616,15695097,Loan,53888.26,2,2026/01/11
3617,15665064,Credit Card,70569.36,2,2026/06/29
3618,15600710,Loan,515.53,1,2025/10/14
3619,15649033,Investment,47215.68,2,2026/05/18
3620,15724889,Credit Card,785.77,1,2025/09/11
3621,15726960,Loan,243.88,2,2025/10/31
3622,15601857,Investment,105567.72,1,2026/08/07
3623,15744614,Savings,172154.93,2,2026/04/27
3624,15756333,Credit Card,117.48,2,2025/12/03
3625,15800412,Credit Card,24669.65,2,2025/12/05
3626,15786717,Savings,112.61,2,2026/03/23
3627,15570002,Investment,33718.26,4,2025/09/26
3628,15694879,Savings,,2,2025/10/15
3629,15601550,Investment,133824.21,1,2026/04/04
3630,15673591,Loan,41040.18,4,2026/08/29
3631,15729054,Loan,74416.25,1,2026/02/02
3632,15774857,Loan,405.72,2,2026/02/10
3633,15569878,Investment,52305.13,1,2026/06/30
3634,15656121,Checking,49635340.48,2,2026/04/23
3635,15625761,Checking,35444.83,4,2026/08/12
3636,15795759,Investment,153585.15,1,2026/04/21
3637,15570360,Checking,831.8,2,2026/07/19
3638,15764604,Credit Card,49008.06,3,2026/01/16
3639,15812647,Credit Card,92496.79,2,2026/02/24
3640,15694288,,651.45,2,2025/12/07
3641,15801821,Investment,,2,2025/12/20
3642,15659092,Loan,750.65,2,2025/12/06
3643,15575146,Checking,-3869.77,2,2025/10/13
3644,15638329,Savings,70599.8,1,2026/07/09
3645,15682421,Loan,584.16,2,2026/01/13
3646,15706706,Credit Card,59249.41,2,2026/08/13
3647,15729279,Checking,55840.47,1,2025/10/27
3648,15581526,Investment,86.7,2,2026/04/13
3649,15745621,Savings,-380.57,3,2026/06/03
3650,15595426,Loan,67207.15,2,2025/09/12
3651,15780654,Loan,45473.84,2,2025/09/05
3652,15799358,Investment,77886.34,1,2026/03/24
3653,15627262,Credit Card,68975.62,2,2025/11/01
3654,15607269,Checking,98578.39,2,2025/09/09
3655,15790594,Savings,462.24,2,2025/11/29
3656,15659475,Savings,88181.82,2,2026/08/04
3657,15680112,Loan,189564.14,1,2026/05/05
3658,15669987,Checking,75711.96,2,2026/04/26
3659,15685628,Loan,88944.38,2,2026/08/23
3660,15806926,Loan,56165.25,2,2026/03/29
3661,15787229,Savings,1387.37,2,2026/08/05
3662,15582149,Credit Card,67556.18,2,2026/07/08
3663,15668248,Checking,102043.26,1,2026/05/10
3664,15775912,Checking,36692.62,2,2026/02/05
3665,15612092,Credit Card ,115992.33,1,2026/07/16
3666,15706557,Savings,602.04,2,2026/07/15
3667,15792180,Investment,,2,2026/03/06
3668,15752081,Credit Card,28803884.25,3,2026/08/22
3669,15618225,Savings,,2,2026/08/13
3670,15684722,Checking,89517.59,2,2026/08/22
3671,15682528,Credit Card,1158.31,1,2026/08/14
3672,15804131,Checking,24824.47,2,2026/03/24
3673,15764892,Credit Card,39729.59,2,2026/02/04
3674,15659364,Credit Card,116906.22,1,2025/10/17
3675,15753840,Checking,302.45,1,2025/11/06
3676,15665416,Investment,81496.89,3,2025/11/11
3677,15689351,Savings,,1,2025/09/10
3678,15780409,Credit Card,845.65,2,2025/12/09
3679,15815645,INVESTMENT,125315.02,2,2025/10/30
3680,15704586,Credit Card,446.94,2,2025/09/11
3681,15800554,Credit Card,976.06,2,2026/08/25
3682,15779103,Investment,65406.01,2,2025/12/08
3683,15752081,Credit Card,28803884.25,3,2025/09/16
3684,15720637,Loan,184659.75,1,2025/12/19
3685,15582168,,50404.09,2,2026/05/07
3686,15718443,Investment,77.33,2,2026/08/01
3687,15722322,Savings,33.11,2,2025/11/16
3688,15658813,Checking,394.69,2,2026/08/01
3689,15645956,Savings,,1,2026/01/04
3690,15568106,Investment,49949.61,2,2026/04/14
3691,15681174,Checking,95399.0,1,2026/07/20
3692,15748552,Savings,228754.09,1,2026/06/05
3693,15807221,Checking,272.61,2,2025/12/09
3694,15727177,,209887.49,1,2025/10/17
3695,15749345,Investment,70703.13,1,2026/02/04
3696,15798439,Investment,1481.51,1,2026/04/28
3697,15619708,Investment,77548.18,2,2025/11/17
3698,15650751,loan,993.8,2,2026/05/03
3699,15671766,Savings,91321.32,1,2026/04/07
3700,15768451,Checking,58791.81,3,2025/09/14
3701,15725997,Investment,86641.17,1,2025/11/01
3702,15655341,Checking,215298.79,1,2025/11/27
3703,15618410,Investment,66820.65,3,2025/11/20
3704,15576263,Savings,400.58,1,2026/08/28
3705,15751175,Loan,216.04,2,2026/04/18
3706,15654870,Savings,1121.52,2,2026/05/09
3707,15797194,Investment,47850.96,2,2026/05/02
3708,15669342,Checking,20610.93,1,2025/09/13
3709,15748625,Credit Card,54.51,2,2026/04/21
3710,15632551,Credit Card,48616.05,2,2026/06/29
3711,15773447,Checking,194.87,1,2026/01/05
3712,15595991,LOAN,63461.14,1,2025/12/15
3713,15683677,Investment,217.86,1,2026/01/31
3714,15797748,Checking,474.78,2,2026/06/21
3715,15604295,Loan,509.1,2,2026/03/22
3716,15589948,Investment,92518.79,2,2025/09/29
3717,15569451,Checking,84686.67,1,2026/02/20
3718,15626578,Loan,434.76,2,2025/09/07
3719,15739068,Investment ,72522.37,2,2025/10/25
3720,15796111,Checking,92611.28,1,2026/07/22
3721,15798888,Loan,120096.53,1,2026/09/03
3722,15735339,Checking,125.16,1,2026/04/12
3723,15653696,Loan,612.47,2,2026/04/03
3724,15591357,Loan,157320.03,1,2026/05/14
3725,15596455,Investment,777.68,1,2026/06/26
3726,15775912,Investment ,57018.0,2,2026/07/05
3727,15775761,Credit Card,30192.37,3,2026/06/13
3728,15717398,CHECKING,868.06,1,2026/01/29
3729,15660688,Checking,105.18,2,2025/09/21
3730,15790299,Checking,243.7,3,2026/05/10
3731,15628530,Credit Card,62917.83,2,2026/03/26
3732,15727421,Investment,279.16,2,2026/05/09
3733,15643908,Investment,535.65,1,2026/05/23
3734,15597536,Investment,86065.86,1,2026/07/02
3735,15779267,Credit Card,465.72,2,2026/07/13
3736,15699619,Checking,66219.01,1,2026/08/16
3737,15593331,Loan,120590.17,1,2026/05/10
3738,15800515,Investment,147104.49,1,2025/12/30
3739,15670587,Credit Card,77369.72,2,2026/09/03
3740,15731246,Loan,64.23,2,2025/10/04
3741,15757829,Checking,63656.05,2,2026/05/31
3742,15761525,Credit Card,65031.71,2,2025/09/12
3743,15747345,Savings,82886.99,2,2026/04/07
3744,15680804,savings,52.54,2,2026/06/25
3745,15754261,Loan,55678.85,2,2026/02/11
3746,15626008,Investment,97353.12,1,2026/06/13
3747,15781409,Checking,372.1,1,2025/10/05
3748,15607347,Credit Card,123589.14,1,2026/01/18
3749,15736287,Loan,212.81,1,2026/07/31
3750,15812893,Savings,589.6,2,2026/04/04
3751,15814846,Savings,573.31,1,2026/05/03
3752,15642162,Investment,145948.77,1,2025/11/01
3753,15619935,Credit Card,109221.68,1,2026/05/14
3754,15754569,Investment,110.14,2,2026/07/18
3755,15671358,Investment,749.71,2,2026/07/30
3756,15648681,Checking,36729.73,4,2026/02/27
3757,15703563,Investment,31066.32,2,2026/04/20
3758,15635177,Checking ,284.39,1,2026/08/26
3759,15597914,Checking,40793.66,4,2026/04/14
3760,15670427,Credit Card,237505.21,1,2025/09/13
3761,15701439,Savings,97.82,4,2025/11/24
3762,15569432,Investment,643.27,2,2026/01/28
3763,15765461,Investment,567.19,2,2025/12/10
3764,15571816,Checking,985.52,1,2026/05/01
3765,15757535,Savings,702.27,3,2026/02/26
3766,15666856,Savings,267930.07,1,2026/04/15
3767,15727408,Investment,18120.11,2,2025/12/30
3768,15797692,Savings,70234.87,1,2026/05/20
3769,15698953,Credit Card,47.04,2,2025/12/24
3770,15807546,Savings,185.99,1,2026/06/30
3771,15666453,Checking,45122.61,2,2026/08/19
3772,15610090,Savings,36970.45,2,2026/02/23
3773,15775335,CHECKING,30209.06,2,2026/07/08
3774,15629985,Checking,69240.09,1,2026/08/05
3775,15726234,Loan,933.46,1,2026/04/30
3776,15734649,,189764.58,1,2025/11/09
3777,15616451,,77835.09,1,2026/01/31
3778,15598097,Savings,736.5,2,2026/09/02
3779,15759244,investment,37794.27,2,2026/03/21
3780,15775562,Investment,186.36,2,2026/04/04
3781,15696388,checking,130305.92,1,2026/08/13
3782,15802362,Investment,376.58,2,2026/08/03
3783,15723217,Investment,175.85,1,2026/03/06
3784,15705676,Investment,37166.98,2,2026/05/02
3785,15627697,Loan,916.14,2,2025/11/24
3786,15706185,Investment,74092.38,2,2026/07/18
3787,15730287,Savings,43404.28,3,2025/12/18
3788,15587835,checking,101018.9,1,2026/01/25
3789,15784320,Investment,152068.51,1,2026/08/22
3790,15692106,Savings,40422.09,3,2025/10/17
3791,15602909,Credit Card,247.28,3,2026/08/10
3792,15754599,Savings,-783.67,2,2026/05/08
3793,15615896,Credit Card,,2,2025/11/08
3794,15791006,Savings,30238.66,1,2025/11/30
3795,15740411,Loan,84187.79,2,2025/12/14
3796,15766064,Loan,33371.9,2,2025/11/22
3797,15699507,Investment ,543.59,2,2026/07/10
3798,15793688,Savings,175057.29,1,2026/05/12
3799,15675231,Checking,584.65,2,2025/10/24
3800,15705458,Checking,69488.23,2,2026/04/03
3801,15803032,Savings,110821.89,1,2026/05/13
3802,15725076,Checking,71287.08,2,2026/02/05
3803,15598894,Loan,46124.71,1,2026/01/01
3804,15573280,Loan,59418.86,2,2025/12/19
3805,15622442,Credit Card,,2,2026/06/15
3806,15627881,Loan,492.93,2,2025/09/27
3807,15657812,Checking,335.99,2,2025/09/12
3808,15667456,Credit Card,1226.28,2,2026/03/05
3809,15667651,Investment,447.78,2,2026/01/14
3810,15767921,Loan,568.75,2,2026/03/04
3811,15743192,Savings,119.74,2,2026/08/15
3812,15791972,,130.76,2,2025/11/23
3813,15690546,Credit Card,62.27,4,2025/12/01
3814,15616833,Loan,239.33,2,2026/05/18
3815,15809515,Credit Card,121375.08,1,2025/09/19
3816,15642002,Loan,47457.73,2,2025/10/05
3817,15643188,Checking,29149.84,2,2026/02/22
3818,15666559,Savings,158747.93,2,2026/04/11
3819,15796115,Investment,22808.89,4,2025/10/31
3820,15720123,Checking,787.31,2,2026/07/16
3821,15617136,,51124.14,1,2025/12/28
3822,15666297,Investment,570.76,3,2025/11/03
3823,15780716,Credit Card,59893.51,2,2026/06/17
3824,15800554,loan,681.7,2,2025/12/26
3825,15707968,Credit Card,38945.28,2,2026/05/10
3826,15786215,Loan,52012.19,2,2026/01/13
3827,15808784,Savings,97757.2,2,2026/02/24
3828,15771417,Savings,131860.97,1,2026/03/03
3829,15698474,Loan,61624.8,2,2025/09/26
3830,15572547,Loan,118996.62,1,2026/06/15
3831,15738448,Investment,98868.11,2,2026/01/17
3832,15725478,Loan,712.09,2,2025/11/19
3833,15634143,Credit Card,36855.33,1,2026/08/22
3834,15785183,Investment,770.44,2,2026/05/24
3835,15766776,Savings,64.3,1,2026/07/09
3836,15797627,Checking,128421.35,1,2026/08/11
3837,15681075,Credit Card,46.94,3,2025/10/26
3838,15691906,Savings,55436.66,2,2026/08/30
3839,15701364,,147.02,2,2025/09/28
3840,15622443,Investment,503.83,2,2026/04/15
3841,15709368,Checking,724.06,2,2026/04/25
3842,15581736,Loan,71934.41,2,2025/10/29
3843,15570145,Loan,404.19,2,2025/10/27
3844,15783025,Credit Card,37296.68,2,2026/07/12
3845,15801436,Checking,471.05,1,2026/07/12
3846,15751455,Checking,556.16,1,2025/10/25
3847,15724543,Loan,46.21,2,2026/06/17
3848,15616028,Savings,902.97,3,2025/09/24
3849,15783615,Checking ,34212.51,4,2026/05/20
3850,15801473,Loan,35039.67,2,2025/10/26
3851,15730287,Investment,22215.05,3,2025/11/27
3852,15633181,Credit Card,37127.34,2,2026/07/22
3853,15799998,,73297.83,1,2025/11/02
3854,15749671,Checking,410.63,2,2025/12/17
3855,15739271,Credit Card,86847.16,1,2026/03/07
3856,15660271,Investment,182288.68,1,2025/11/22
3857,15631838,Loan,58886.56,2,2026/01/30
3858,15791944,Checking,31837.55,3,2026/08/31
3859,15792627,Checking,129156.08,1,2026/04/17
3860,15737909,Credit Card,58071.8,2,2026/05/20
3861,15572021,Savings,40872.11,2,2026/05/16
3862,15643826,Investment,462.17,2,2025/10/23
3863,15594827,Checking,65929.06,2,2025/11/20
3864,15691647,Checking,268.03,2,2026/07/31
3865,15815490,Investment,32576.58,3,2026/03/08
3866,15744368,Checking,,1,2026/02/21
3867,15579891,Loan,142842.01,1,2025/11/12
3868,15652401,Loan,1099.76,2,2025/11/04
3869,15608114,Checking,208669.89,1,2025/12/15
3870,15783629,Loan,22594.02,2,2026/04/15
3871,15605072,Loan,61372.9,1,2026/04/03
3872,15716347,Loan,87453.4,2,2025/09/06
3873,15635728,Savings,380.76,2,2026/01/06
3874,15662500,Investment,701.32,2,2026/05/03
3875,15643967,Savings,68176.76,1,2026/02/24
3876,15804201,Loan,106137.65,1,2026/01/27
3877,15566292,Investment,1481.26,2,2026/05/19
3878,15631267,Investment,-3328.52,2,2025/11/29
3879,15798398,Checking,85649.0,1,2025/10/16
3880,15617648,Loan,44317.29,2,2026/01/17
3881,15568360,Credit Card,187682.18,1,2026/03/12
3882,15570970,Savings,34.96,2,2026/04/03
3883,15582325,Credit Card,127252.37,1,2026/03/06
3884,15688689,Investment,70344.53,2,2026/07/22
3885,15670738,Investment,67650.01,2,2026/08/09
3886,15661945,Savings,110.9,3,2026/01/06
3887,15751057,Checking,147889.26,1,2025/11/19
3888,15582066,Investment,,1,2026/06/01
3889,15687903,Loan,646.51,2,2026/04/06
3890,15565714,Investment,16936.92,2,2025/12/28
3891,15717286,Checking,56146.7,1,2025/11/12
3892,15742272,Savings,127594.24,1,2026/04/10
3893,15575955,Loan,73.21,2,2026/04/02
3894,15783882,Credit Card,528.5,2,2026/03/31
3895,15753174,Credit Card,48597.96,3,2026/04/25
3896,15699415,Credit Card,187050.78,1,2026/05/25
3897,15666295,Savings,48566.48,2,2026/08/18
3898,15625942,Checking,201.83,2,2026/03/07
3899,15778157,Credit Card,43699.66,2,2025/09/18
3900,15651450,Checking,84518.91,2,2026/04/17
3901,15596797,Investment,,2,2025/11/16
3902,15774491,Savings,392.01,2,2025/09/08
3903,15591942,Savings,740.69,2,2026/05/25
3904,15682211,Credit Card,16512808.72,2,2025/10/08
3905,15711572,,55106.79,2,2025/10/16
3906,15806407,Checking,1335.72,2,2026/02/23
3907,15694300,Savings,389.57,2,2026/02/11
3908,15746410,Loan,728.44,2,2026/03/27
3909,15737071,Checking,188694.51,1,2025/11/26
3910,15688172,Credit Card,671.88,2,2026/04/13
3911,15659100,Investment,155999.17,1,2025/10/04
3912,15604551,Loan,600.86,2,2026/03/23
3913,15666823,Credit Card,540.43,2,2025/09/21
3914,15641175,LOAN,44635.41,3,2026/08/07
3915,15760880,Investment,679.87,2,2026/07/28
3916,15736413,Credit Card,98.65,4,2025/11/19
3917,15805413,Loan,55561.59,2,2026/06/24
3918,15772781,Savings,108.76,3,2025/10/02
3919,15777315,Credit Card,51813.97,2,2026/07/23
3920,15784180,Savings,158251.51,1,2026/09/03
3921,15766663,Checking,238.52,2,2026/08/07
3922,15806918,,475.82,1,2026/05/27
3923,15696637,Checking,112887.31,1,2026/02/01
3924,15685357,savings,141117.1,1,2026/04/05
3925,15634896,Investment,522.61,2,2026/03/27
3926,15636423,Investment,1047.14,1,2026/08/17
3927,15757559,Investment,157.6,2,2026/08/27
3928,15797760,Investment,28005.2,2,2026/06/13
3929,15757628,Investment,110645.61,1,2026/02/05
3930,15646810,Credit Card,17364.16,2,2026/02/10
3931,15691396,Credit Card,74148.87,2,2026/02/26
3932,15748327,Investment,50909.91,2,2025/09/07
3933,15752626,Credit Card,108837.38,1,2026/01/24
3934,15760090,Loan,505.35,2,2026/05/31
3935,15696061,Loan,89446.03,1,2026/07/12
3936,15660528,Savings,986.19,2,2025/11/17
3937,15728082,Credit Card,894.47,2,2026/08/27
3938,15631457,Checking,107930.91,1,2026/03/28
3939,15690664,Credit Card,460.96,2,2026/04/19
3940,15707078,Checking,248837.51,1,2026/07/29
3941,15700965,Loan,432.23,2,2025/12/17
3942,15637644,Savings,104.61,2,2026/06/08
3943,15663249,Credit Card,155189.95,1,2026/07/19
3944,15616240,Savings,355.31,2,2026/07/16
3945,15641004,Loan,143880.68,1,2026/08/02
3946,15605455,Savings,668.11,2,2026/04/17
3947,15642544,Savings,686.39,2,2026/08/26
3948,15742404,Savings,69.11,2,2026/02/26
3949,15641733,Savings,133451.12,1,2026/08/01
3950,15664737,Credit Card,384.85,2,2026/03/29
3951,15745250,Checking,110130.08,1,2025/12/13
3952,15629617,Checking,69202.54,1,2026/02/04
3953,15748352,Savings,86506.5,1,2025/10/16
3954,15757425,Checking,729.87,2,2025/09/21
3955,15685536,Loan,998.55,2,2026/06/05
3956,15766374,Checking ,57091.62,2,2026/02/21
3957,15633834,Investment,38168.7,3,2026/03/21
3958,15672144,Investment,85415.83,1,2025/11/06
3959,15738715,Investment,1323.6,3,2026/05/27
3960,15758013,,45345.63,2,2026/06/06
3961,15668886,Checking,72.73,2,2026/01/26
3962,15793135,Investment,60043.51,1,2025/12/21
3963,15694253,Loan,126258.25,2,2025/10/20
3964,15784092,Credit Card,131502.48,1,2026/05/22
3965,15748481,Checking,419.35,1,2026/06/12
3966,15598751,Credit Card,25.89,3,2026/02/09
3967,15600734,Investment,51574.22,2,2026/05/27
3968,15804072,Checking,246.85,2,2026/02/24
3969,15588566,Savings,53976.73,2,2026/07/25
3970,15812893,Credit Card,411.53,2,2025/11/23
3971,15625623,Savings,106.23,2,2025/09/14
3972,15660475,Checking,158.69,1,2025/09/17
