ticket_id,customer_id,issue_type,severity,resolution_time_hrs,date
1365,15633574,Account Update,Low,,2026/01/15
1366,15659364,App Bug,Low,89.4,2026/06/29
1367,15642468,Fraud Alert,Medium,13.1,2026/03/17
1368,15727696,Loan Query,Critical,1.3,2026/07/26
1369,15766649,Loan Query,Medium,42.3,2026/03/12
1370,15579183,Account Update,Critical,0.8,2025/10/28
1371,15669957,Card Problem,Low,82.0,2026/08/14
1372,15744717,Complaint,Medium,13.7,2025/12/31
1373,15643024,Account Update,Low,31.6,2026/05/02
1374,15645200,,Low,119.9,2025/09/15
1375,15780770,Complaint,Medium,21.7,2026/07/17
1376,15732967,App Bug,High,6.9,2026/06/17
1377,15694677,Card Problem,Medium,16.9,2026/02/17
1378,15783882,,Low,90.7,2026/07/12
1379,15568032,,Low,77.9,2025/12/25
1380,15751524,Login Issue,Low,44.6,2026/07/31
1381,15648725,Complaint,Medium,32.5,2025/10/05
1382,15626806,Card Problem,Low,53.1,2026/07/25
1383,15800814,Fraud Alert,Medium,9.9,2026/04/28
1384,15748360,Complaint,Medium,32.5,2026/08/27
1385,15613923,Payment Failure,Low,43.6,2026/02/04
1386,15719856,Loan Query,Low,34.9,2026/08/01
1387,15598782,Payment Failure,Low,54.3,2026/03/31
1388,15670343,Payment Failure,Medium,30.8,2025/11/01
1389,15734917,Account Update,Low,96.8,2025/11/13
1390,15795151,Complaint,Low,74.1,2025/09/26
1391,15755868,Account Update,Low,74.1,2025/09/22
1392,15709136,Payment Failure,Medium,31.8,2026/02/05
1393,15665238,Loan Query,Medium,14.4,2026/05/13
1394,15585067,Fraud Alert,Medium,16.1,2025/11/01
1395,15604093,Payment Failure,High,4.7,2025/10/22
1396,15703437,Account Update,Medium,36.0,2026/01/01
1397,15757408,Login Issue,High,6.5,2026/06/05
1398,15787222,Payment Failure,Low,81.8,2025/11/11
1399,15584928,Complaint,High,4.1,2026/03/20
1400,15713621,Login Issue,High,5.2,2026/04/23
1401,15740404,Payment Failure,Low,90.6,2026/03/11
1402,15637428,Card Problem,Low,132.6,2026/08/12
1403,15593331,Loan Query,High,10.9,2026/08/25
1404,15762543,Fraud Alert,High,9.9,2026/06/06
1405,15572294,Login Issue,Medium,31.4,2026/04/05
1406,15650018,Complaint,Low,48.1,2026/06/30
1407,15707674,Complaint,High,6.5,2025/11/21
1408,15580935,Login Issue,Medium,43.7,2026/04/03
1409,15566543,Account Update,Medium,24.5,2026/08/04
1410,15777994,Complaint,Medium,28.2,2025/10/23
1411,15782390,Loan Query,Critical,0.9,2026/05/11
1412,15801169,Account Update,MEDIUM,20.3,2026/07/15
1413,15637646,Card Problem,Low,75.9,2026/03/30
1414,15613816,Loan Query,Low,124.6,2026/01/24
1415,15632446,Fraud Alert,Critical,1.1,2025/09/19
1416,15761720,App Bug,High,4.0,2026/08/22
1417,15785975,Payment Failure,Medium,18.2,2026/03/11
1418,15766355,Loan Query,Medium,8.1,2025/12/23
1419,15777067,Complaint,Medium,26.0,2026/04/18
1420,15620443,Loan Query,Medium,31.3,2026/04/18
1421,15632439,App Bug,Low,100.2,2026/01/01
1422,15576517,App Bug,High,5.7,2026/03/07
1423,15701537,App Bug,High,,2025/10/23
1424,15771728,Account Update,Medium,35.0,2026/08/20
1425,15809847,Complaint,Low,33.3,2026/03/10
1426,15785342,Complaint,High,7.1,2026/06/08
1427,15646817,Fraud Alert,Low,80.0,2026/07/30
1428,15624729,,Low,60.9,2026/03/05
1429,15765537,Login Issue, Low ,72.7,2025/10/04
1430,15599084,,Low,47.4,2026/03/25
1431,15758606,Payment Failure,Critical,3.5,2026/01/22
1432,15576526,Login Issue,High,6.5,2025/12/09
1433,15589869,App Bug,High,4.6,2025/11/04
1434,15784286,Payment Failure,Critical,1.9,2026/04/23
1435,15607330,Account Update,Medium,17.2,2025/10/19
1436,15757895,Login Issue, Low ,114.3,2026/08/08
1437,15749050,Fraud Alert,Medium,18.7,2025/12/20
1438,15570931,Fraud Alert,Low,99.7,2026/07/28
1439,15647782,Account Update,Low,43.2,2026/07/27
1440,15578369,Card Problem,Medium,35.6,2026/07/05
1441,15732438,App Bug,Medium,30.0,2025/09/13
1442,15773017,,Critical,1.7,2025/09/28
1443,15623202,Account Update,Low,60.3,2026/02/20
1444,15593280,Fraud Alert,Medium,5.6,2026/01/05
1445,15751912,Login Issue,Medium,32.4,2025/11/06
1446,15725511,Fraud Alert,High,12.7,2026/06/19
1447,15788686,Card Problem,Medium,2.6,2025/12/17
1448,15680278,App Bug,Low,29.7,2025/10/08
1449,15735221,Payment Failure,Low,96.9,2026/06/13
1450,15734626,Account Update,Low,117.5,2025/12/18
1451,15594815,Login Issue,Low,55.8,2026/06/30
1452,15676645,Payment Failure,Low,62.1,2025/12/22
1453,15788683,Complaint,High  ,7.6,2025/12/31
1454,15713532,Payment Failure,Low,65.4,2026/02/18
1455,15671917,Account Update,High,-5.0,2025/11/17
1456,15571756,Account Update,High,5.4,2026/07/05
1457,15812241,Card Problem,Low,112.6,2025/09/04
1458,15802741,Loan Query,Low,,2026/01/22
1459,15806796,Complaint,Low,74.8,2025/11/16
1460,15681990,Fraud Alert,High,4.3,2025/11/08
1461,15794580,Login Issue,Low,-5.0,2026/06/06
1462,15814690,Account Update,Critical,2.0,2026/01/09
1463,15604345,Loan Query,High,2.2,2025/12/01
1464,15689268,Payment Failure,Low,78.0,2025/10/29
1465,15621031,Loan Query,Low,96.5,2026/08/07
1466,15715715,App Bug,Medium,30.4,2025/09/16
1467,15643487,Complaint,Medium,23.0,2025/11/09
1468,15763874,Loan Query,Medium,8.1,2025/09/10
1469,15770309,App Bug,High,4.4,2026/03/05
1470,15613216,Payment Failure,High,9.0,2026/01/02
1471,15610781,App Bug,Low,64.0,2026/07/01
1472,15593178,Loan Query,Low,65.9,2026/02/15
1473,15609521,Account Update,Medium,15.2,2025/09/11
1474,15569178,App Bug,Medium,18.4,2025/12/01
1475,15678779,App Bug,Medium,23.7,2026/01/16
1476,15657529,Loan Query,Medium,15.9,2025/09/29
1477,15724423,Complaint,High,11.4,2025/11/06
1478,15684921,Loan Query,High,8.4,2026/04/06
1479,15597945,Account Update,Low,100.6,2026/05/30
1480,15644296,Loan Query,Medium,17.5,2025/10/31
1481,15633854,Fraud Alert,Critical,1.9,2025/10/05
1482,15579334,,Critical,2.5,2026/05/04
1483,15710424,Fraud Alert,Low,40.1,2026/04/20
1484,15608338,Fraud Alert,medium,16.3,2026/03/07
1485,15724307,,Low,22.2,2026/05/23
1486,15606836,Account Update,Medium,19.4,2026/07/03
1487,15794493,Payment Failure,Low,74.4,2025/10/28
1488,15651533,Login Issue,Low,55.3,2026/04/22
1489,15605072,App Bug,Low,123.5,2026/05/18
1490,15752186,Fraud Alert,Medium,24.1,2025/12/25
1491,15634591,Payment Failure,HIGH,1.7,2026/07/14
1492,15723907,App Bug,Medium,14.6,2025/09/25
1493,15676909,Account Update,Medium,11.8,2026/08/06
1494,15677921,Complaint,Critical,1.2,2026/05/27
1495,15651315,Account Update,High,2.6,2026/02/04
1496,15688868,Card Problem,Low,95.3,2026/04/25
1497,15708193,Payment Failure,High,1.2,2026/07/29
1498,15748068,Payment Failure,Low,15.4,2025/09/18
1499,15574071,Loan Query,Critical,1.7,2025/10/04
1500,15678206,Account Update,Critical,2.9,2026/05/06
1501,15679804,Account Update,Medium,18.9,2026/03/27
1502,15789874,Login Issue,Low,79.0,2026/04/09
1503,15665238,Login Issue,Critical,2.0,2026/08/20
1504,15805523,App Bug,Low,99.8,2025/10/28
1505,15728167,Account Update,Critical  ,2.0,2026/05/12
1506,15650034,Account Update,Low,59.4,2026/09/02
1507,15615991,Fraud Alert,High,5.4,2026/04/18
1508,15624170,Fraud Alert,High,99999.0,2025/10/10
1509,15691875,Account Update,Medium,18.7,2025/10/14
1510,15751561,Loan Query,Medium,13.7,2026/02/14
1511,15615140,App Bug,Low,94.3,2026/07/11
1512,15627395,Payment Failure,Critical,1.7,2025/11/17
1513,15644551,App Bug,Low,85.6,2025/10/06
1514,15697311,App Bug,Low,45.5,2025/11/06
1515,15708265,Card Problem,Medium,23.9,2026/01/21
1516,15611767,Account Update,High,5.5,2026/07/19
1517,15741988,Fraud Alert,Medium,15.0,2026/07/24
1518,15720636,Account Update,Low  ,44.9,2026/06/29
1519,15657139,App Bug,Medium,26.9,2026/06/10
1520,15633818,Login Issue,Critical,2.5,2026/09/02
1521,15690589,Complaint,Critical,2.9,2026/02/16
1522,15657529,Card Problem,Low,,2026/03/17
1523,15711251,Login Issue,High,6.7,2026/07/05
1524,15735388,Account Update,Low,70.8,2026/06/01
1525,15672432,Account Update,Low,83.8,2026/01/31
1526,15681439,Login Issue,Low,55.1,2026/04/23
1527,15626144,Payment Failure,Low,64.9,2026/05/19
1528,15614878,App Bug,High,5.5,2026/07/09
1529,15678210,,Medium,4.6,2026/04/11
1530,15752186,Login Issue,Medium,11.1,2025/10/23
1531,15737741,Card Problem,Low,48.7,2026/08/28
1532,15574947,Login Issue,Medium,23.8,2025/10/31
1533,15645103,Payment Failure,Low,85.9,2026/08/04
1534,15754168,App Bug,Medium,11.4,2026/08/02
1535,15777923,Card Problem,Low,91.8,2026/06/12
1536,15774224,Payment Failure,Critical,2.5,2025/12/22
1537,15790497,App Bug,Medium,,2026/04/11
1538,15682489,Payment Failure,Low,56.8,2026/04/22
1539,15647259,Card Problem,Critical,2.1,2025/12/28
1540,15708513,Payment Failure,Medium,13.5,2026/04/02
1541,15660422,Account Update,Medium,39.0,2026/02/23
1542,15697045,Complaint,Critical,3.2,2026/04/23
1543,15607629,Payment Failure,High,2.4,2026/03/26
1544,15742204,Payment Failure,High,6.5,2026/04/03
1545,15806332,Account Update,Low,92.4,2025/10/21
1546,15686974,,High,2.7,2026/02/10
1547,15610090,Fraud Alert,High,3.2,2026/04/09
1548,15594084,Fraud Alert,Medium,31.6,2026/02/10
1549,15624437,Payment Failure,High,8.4,2026/08/09
1550,15660735,Payment Failure,High,5.1,2026/01/11
1551,15761487,App Bug,Medium,31.6,2026/03/13
1552,15632521,App Bug,Low,71.3,2025/11/20
1553,15782210,Payment Failure,Low,68.3,2026/08/20
1554,15774393,Payment Failure,Low,48.6,2026/05/03
1555,15682268,Payment Failure,Low,79.5,2025/10/07
1556,15732281,Card Problem,Medium,18.6,2025/10/19
1557,15631217,Loan Query,Medium,46.7,2025/10/16
1558,15792726,Fraud Alert,Critical,,2025/10/20
1559,15603830,Account Update,Medium,30.1,2026/04/12
1560,15667046,Fraud Alert,Medium,26.1,2025/10/22
1561,15752622,Complaint,Low,116.1,2026/03/12
1562,15574122,Loan Query,Medium,26.5,2025/11/08
1563,15735636,Loan Query,Medium,13.1,2026/06/14
1564,15611105,Payment Failure,High,3.3,2025/10/03
1565,15718454,App Bug,Low,100.0,2026/06/30
1566,15630704,Loan Query,Medium,34.3,2026/06/17
1567,15638159,Payment Failure,Low,49.9,2026/06/17
1568,15613749,Complaint,High,5.7,2026/02/18
1569,15706706,Payment Failure,High,11.9,2026/08/12
1570,15684484,Card Problem,Low,112.2,2025/11/04
1571,15813412,App Bug,Medium,29.4,2026/04/01
1572,15669922,App Bug,Critical,1.7,2026/03/03
1573,15665811,Complaint, Low ,88.8,2026/08/09
1574,15730044,Account Update,Low,,2026/04/07
1575,15614687,Account Update,Medium,21.4,2025/09/29
1576,15579820,Complaint,Critical  ,1.9,2026/01/28
1577,15723894,Account Update,Medium,27.9,2026/07/07
1578,15588587,Card Problem,Medium,32.9,2026/02/09
1579,15808851,Loan Query,Low,53.6,2026/03/02
1580,15778219,Loan Query,Low,85.9,2025/10/26
1581,15605926,Login Issue,Low,,2026/06/25
1582,15649536,Payment Failure,Critical,2.0,2026/05/20
1583,15566735,Fraud Alert,Low,54.5,2025/12/20
1584,15612108,Fraud Alert,Critical,2.4,2025/11/21
1585,15728564,Complaint,High,9.4,2026/08/05
1586,15713983,Card Problem,Low,15.2,2026/05/07
1587,15671358,Login Issue,Medium,8.4,2025/12/26
1588,15686670,Login Issue,Critical,,2025/10/28
1589,15700864,Login Issue,Low,83.0,2026/03/01
1590,15801169,Fraud Alert,High,5.7,2026/06/14
1591,15583392,App Bug,Critical,3.1,2026/03/10
1592,15667438,Fraud Alert,High,5.7,2025/10/31
1593,15706128,Fraud Alert,Medium,38.2,2026/01/23
1594,15721377,Payment Failure,Low,58.8,2026/06/23
1595,15706223,Account Update,High,9.5,2025/12/27
1596,15666200,Card Problem,Medium,20.4,2026/04/10
1597,15746553,Account Update,High,7.4,2026/06/17
1598,15771270,Loan Query,Medium,31.2,2026/07/18
1599,15800856,Complaint,Critical,1.7,2026/07/14
1600,15598884,Card Problem,High,5.2,2026/08/14
1601,15641122,Payment Failure,Medium,35.5,2026/07/29
1602,15810660,Loan Query,Medium,13.6,2026/06/15
1603,15811842,Complaint,Low,61.1,2025/09/16
1604,15698324,Fraud Alert,Medium,35.3,2026/07/11
1605,15666884,Account Update,Low,,2026/08/05
1606,15701074,Account Update,Low,42.5,2026/08/24
1607,15756992,Complaint,Medium,25.2,2026/01/17
1608,15750099,Account Update,Low,101.1,2025/09/17
1609,15610426,Payment Failure,Critical,1.3,2025/12/04
1610,15625916,Account Update,Medium,18.5,2026/01/20
1611,15659175,Login Issue,Low,69.9,2026/08/28
1612,15660541,Account Update,Low,78.9,2026/02/08
1613,15610446,Account Update,High,,2026/02/23
1614,15812616,Loan Query,Low,51.8,2026/03/01
1615,15587233,Login Issue,Low,122.1,2025/09/06
1616,15566790,Payment Failure,Medium,13.9,2025/12/04
1617,15705448,Account Update,Critical,0.7,2025/11/15
1618,15677828,Fraud Alert,Low,74.0,2026/06/19
1619,15811947,Loan Query,Medium,27.0,2026/08/05
1620,15709368,Card Problem,Low,124.4,2026/03/27
1621,15657085,Payment Failure,Medium,6.6,2025/10/08
1622,15632050,Fraud Alert,Medium,27.2,2025/11/14
1623,15592765,App Bug,High,8.8,2026/07/24
1624,15679283,Fraud Alert,Medium,16.4,2025/09/18
1625,15616168,Account Update,Low,,2025/10/19
1626,15571816,Loan Query,high,5.5,2026/06/01
1627,15720649,Payment Failure,Critical,0.9,2025/12/22
1628,15686812,Fraud Alert,Low,-5.0,2026/03/14
1629,15707138,Loan Query,Low,73.4,2026/04/05
1630,15783615,Login Issue,Low,34.4,2026/04/23
1631,15680611,Complaint,Low,61.7,2026/02/24
1632,15697567,Fraud Alert,High,5.6,2025/11/22
1633,15656627,Loan Query,High,99999.0,2026/03/11
1634,15769959,Card Problem,Critical,2.2,2026/02/09
1635,15673995,Login Issue,Medium,12.0,2026/02/16
1636,15740494,Complaint,Medium,29.0,2026/06/20
1637,15689288,Payment Failure,Critical,2.1,2026/07/05
1638,15687903,Card Problem,Medium,25.5,2025/10/16
1639,15796480,Fraud Alert,Medium,39.5,2025/09/29
1640,15780805,Fraud Alert,Medium,0.5,2025/11/21
1641,15714689,Account Update,Low,81.2,2025/11/22
1642,15799128,Payment Failure,High,,2026/07/16
1643,15807900,Account Update,Medium,25.2,2025/09/28
1644,15768201,Login Issue,Critical,2.0,2026/08/14
1645,15624755,Login Issue,Medium,11.9,2025/10/14
1646,15776631,Loan Query,Low,24.0,2026/01/20
1647,15691483,Fraud Alert,Medium,9.5,2026/04/17
1648,15631162,Card Problem,Medium,12.0,2026/08/07
1649,15742511,Account Update, Low ,54.8,2026/04/08
1650,15644882,Complaint,Medium,16.4,2026/05/09
1651,15753102,,Low,61.3,2026/07/10
1652,15743016,Payment Failure,Low,16.0,2026/04/17
1653,15621653,Payment Failure,Low,40.2,2026/04/03
1654,15568032,Account Update,Medium,20.5,2026/01/20
1655,15759966,Complaint,High,8.2,2025/12/22
1656,15615457,Fraud Alert,Low,65.9,2026/05/23
1657,15618213,Payment Failure,Critical,3.5,2025/10/31
1658,15627854,Fraud Alert,Low,48.7,2026/02/26
1659,15756901,Login Issue,Critical,3.3,2026/04/11
1660,15768244,Loan Query,Low,99999.0,2025/10/29
1661,15777893,Account Update,Medium,32.8,2026/01/26
1662,15627328,Account Update,Medium,31.0,2026/08/16
1663,15748360,Account Update,Low,85.0,2026/08/16
1664,15762455,Complaint,Low,-5.0,2026/07/03
1665,15771855,Card Problem,High,7.7,2026/05/10
1666,15688409,Payment Failure,Low,94.7,2026/05/30
1667,15728006,App Bug,Medium,43.6,2026/08/10
1668,15590966,Payment Failure,Medium,25.2,2026/02/07
1669,15700394,App Bug,Critical,1.9,2025/09/26
1670,15590623,Card Problem,Medium,19.5,2025/12/24
1671,15614847,App Bug,Critical  ,2.7,2026/03/24
1672,15660200,Payment Failure,Low,99999.0,2026/07/06
1673,15658067,Login Issue,Critical,1.3,2025/10/01
1674,15636624,Login Issue,Low,78.7,2025/09/06
1675,15785078,Fraud Alert,Medium,26.1,2025/12/16
1676,15606177,App Bug,High,,2026/02/04
1677,15613471,Payment Failure,Critical,1.3,2025/12/20
1678,15572356,Payment Failure,High,6.4,2025/11/12
1679,15747014,Card Problem,Critical,3.0,2026/01/11
1680,15694456,Fraud Alert,Low,,2026/01/29
1681,15714642,Account Update,Medium,22.7,2026/02/17
1682,15576760,Payment Failure,High,2.5,2025/11/03
1683,15689612,Card Problem,Medium,24.0,2025/09/06
1684,15814268,Account Update,Low,96.6,2026/05/15
1685,15603088,App Bug,Critical,1.8,2026/04/11
1686,15694453,Loan Query,Medium,0.5,2025/12/01
1687,15663252,Login Issue,Low,103.9,2025/11/08
1688,15814209,Loan Query,High,6.1,2026/03/16
1689,15689952,Login Issue,Low,45.0,2026/06/02
1690,15624667,App Bug,Medium,27.6,2026/08/29
1691,15808223,Account Update,Critical,1.3,2025/12/29
1692,15718454,Loan Query,Medium,24.6,2026/05/17
1693,15807335,App Bug,High,4.2,2026/06/16
1694,15725945,Fraud Alert,Critical,1.6,2026/08/11
1695,15734628,Fraud Alert,Critical,4.0,2026/03/03
1696,15709653,Fraud Alert,Medium,21.0,2025/10/09
1697,15807555,Complaint,High,4.5,2026/03/25
1698,15658409,Loan Query,High,2.8,2025/09/24
1699,15720687,Loan Query,Medium,37.0,2026/04/14
1700,15730076,Fraud Alert,High,6.0,2025/09/12
1701,15812611,Login Issue,Medium,29.5,2026/04/26
1702,15716449,Payment Failure,Low,99999.0,2025/10/12
1703,15626475,Fraud Alert,Critical,1.9,2026/02/10
1704,15602405,Payment Failure,Critical,1.8,2026/06/24
1705,15679410,Card Problem,Critical,2.5,2026/04/10
1706,15695699,Complaint,Low,41.6,2026/06/23
1707,15644765,loginn issue,Medium,-5.0,2026/03/29
1708,15802071,App Bug,Critical,1.8,2026/09/01
1709,15667751,Card Problem,Medium,28.3,2026/07/27
1710,15636089,App Bug,MEDIUM,35.7,2026/04/04
1711,15680901,Fraud Alert,High,1.4,2026/01/29
1712,15768476,,Medium,23.3,2025/10/31
1713,15704597,App Bug,High,5.3,2026/03/29
1714,15607065,Login Issue,Low,99.5,2025/09/13
1715,15758449,Fraud Alert,High  ,3.8,2026/02/16
1716,15800814,Account Update,Medium,27.3,2025/11/29
1717,15708917,App Bug,High,,2026/07/16
1718,15582168,Card Problem,High,4.0,2026/04/26
1719,15752137,Account Update,Medium,30.9,2026/08/22
1720,15690456,Fraud Alert,Low,51.1,2026/03/07
1721,15686835,Payment Failure,Low,86.7,2025/10/18
1722,15813844,Account Update,Low,80.6,2026/04/14
1723,15654238,Fraud Alert,High,,2025/10/27
1724,15583681,Fraud Alert,Critical,2.1,2026/01/05
1725,15738166,Complaint,Medium,99999.0,2026/04/14
1726,15787051,App Bug,Critical,2.1,2026/07/01
1727,15807709,,Medium,44.1,2026/03/27
1728,15690589,Account Update,Medium,9.8,2026/05/29
1729,15765283,Card Problem,Medium,14.3,2025/10/13
1730,15809823,Card Problem,Low,49.8,2026/03/24
1731,15815420,Loan Query,Critical,1.9,2026/02/08
1732,15624347,App Bug,High,7.9,2026/02/23
1733,15699550,Fraud Alert,Medium,18.0,2025/12/25
1734,15577999,Account Update,Critical  ,2.9,2026/02/20
1735,15687738,Fraud Alert,Medium,16.7,2025/11/28
1736,15566531,App Bug,Critical,0.5,2025/10/12
1737,15724863,Login Issue,Medium,16.1,2026/05/22
1738,15785042,Complaint,Low,77.4,2026/07/24
1739,15737385,App Bug,Critical,2.7,2025/10/31
1740,15605827,Payment Failure,Medium,9.0,2026/06/01
1741,15578045,Card Problem,Medium,,2026/05/22
1742,15732643,Complaint,High,9.8,2025/12/11
1743,15813140,Login Issue,High,4.4,2026/02/28
1744,15809227,Fraud Alert,Low,0.5,2026/03/01
1745,15695846,Fraud Alert,Critical,1.7,2026/07/30
1746,15739292,App Bug,Medium,26.4,2025/11/17
1747,15733261,Login Issue,High,5.5,2026/01/01
1748,15754113,Complaint,High,6.8,2025/10/25
1749,15591552,Payment Failure,Medium,22.8,2025/11/16
1750,15770548,Account Update,Medium,26.7,2026/01/12
1751,15568328,loginn issue,High,1.6,2025/12/13
1752,15601589,Loan Query,Low,90.2,2025/11/30
1753,15712938,Complaint,Medium,,2026/07/08
1754,15719170,Loan Query,Low,-5.0,2025/11/20
1755,15704771,Login Issue,High,3.3,2026/08/04
1756,15594862,App Bug,Low,11.1,2025/10/11
1757,15612140,App Bug,Low,,2025/12/02
1758,15586993,App Bug,Low,88.9,2026/07/21
1759,15605327,Loan Query,Critical,1.8,2026/05/13
1760,15610765,Payment Failure,Medium,14.0,2026/04/28
1761,15663234,Fraud Alert,Critical,1.8,2026/06/18
1762,15693088,Fraud Alert,High,6.6,2026/06/26
1763,15693468,Account Update,Medium,,2026/04/20
1764,15693376,Loan Query,Medium,11.8,2026/08/17
1765,15706764,Loan Query,Critical,1.4,2026/06/19
1766,15659800,Card Problem,Medium,12.3,2026/07/29
1767,15785183,Complaint,Critical,2.2,2026/07/25
1768,15626900,Fraud Alert,Low,81.9,2026/07/19
1769,15787597,Complaint,Medium,,2026/02/15
1770,15603665,Loan Query,Medium,40.2,2026/07/21
1771,15620751,Fraud Alert,Medium,20.3,2026/02/11
1772,15667460,Complaint,High,7.4,2025/11/19
1773,15753550,Account Update,Medium,24.7,2026/04/16
1774,15760570,Complaint,High,3.1,2025/10/07
1775,15758081,Account Update,Low,51.4,2026/05/01
1776,15624072,Login Issue,High,4.4,2026/04/17
1777,15812009,Loan Query,Medium,24.3,2026/07/23
1778,15622834,App Bug,Medium,9.0,2026/02/05
1779,15568849,Card Problem,Medium,27.5,2026/01/21
1780,15804038,Fraud Alert,Low,45.6,2026/07/02
1781,15745826,Account Update,Low,32.9,2025/10/01
1782,15709941,Account Update, High ,,2026/03/02
1783,15759874,Complaint,High,,2026/05/20
1784,15666652,Payment Failure,Medium,40.7,2025/10/10
1785,15784526,Login Issue,Medium,15.6,2026/02/08
1786,15727703,Card Problem,Low,0.5,2026/04/27
1787,15665181,Payment Failure,Critical,2.4,2026/04/22
1788,15625047,Payment Failure,Low,65.3,2025/09/22
1789,15734714,Login Issue,High,,2025/10/02
1790,15799534,Card Problem,Critical,2.9,2026/03/10
1791,15704378,Account Update,Medium,27.6,2026/01/27
1792,15780805,Fraud Alert,Medium,0.5,2025/10/12
1793,15770214,Loan Query,Medium,,2026/07/30
1794,15631170,Complaint,High,5.6,2025/10/19
1795,15587596,Loan Query,High,8.8,2026/07/14
1796,15777067,App Bug,High,,2026/07/04
1797,15747591,Card Problem,Low,52.0,2026/05/20
1798,15638003,Login Issue,Low,79.3,2026/03/18
1799,15715079,Card Problem,Low,118.6,2026/04/27
1800,15645269,Payment Failure,Low,,2026/06/27
1801,15690209,Account Update,Medium,27.2,2026/06/13
1802,15773098,App Bug,Critical,,2025/09/24
1803,15614213,Complaint,Low,150.0,2026/04/21
1804,15738166,Card Problem,Low,97.2,2026/06/22
1805,15698246,Account Update,Low,38.2,2026/08/02
1806,15774696,Loan Query,Low,,2025/12/08
1807,15797389,Account Update,Medium,17.9,2026/02/14
1808,15729412,Card Problem,Medium,37.4,2026/07/09
1809,15649101,Payment Failure,Low,67.4,2026/05/04
1810,15770121,Account Update,High,2.3,2026/05/17
1811,15593976,Complaint,Low,81.9,2025/11/19
1812,15711687,Account Update,critical,1.8,2025/10/04
1813,15626135,Complaint,Critical,1.1,2026/04/21
1814,15575243,Login Issue,High,7.5,2025/10/25
1815,15589805,Loan Query,Low,67.0,2026/02/25
1816,15631756,App Bug,Medium,38.0,2026/09/03
1817,15775797,Account Update,Low,111.2,2025/10/16
1818,15632472,Complaint,Low,68.5,2026/05/19
1819,15709941,Payment Failure,High,5.9,2026/07/30
1820,15613749,Account Update,Low,58.9,2025/11/30
1821,15627801,Loan Query,Medium,45.7,2025/09/23
1822,15696361,Complaint,Medium,23.9,2026/01/07
1823,15638983,Account Update,Low,73.4,2026/08/31
1824,15708713,Fraud Alert,Medium,25.6,2026/04/15
1825,15642870,Complaint,Low,79.9,2026/04/15
1826,15737888,Loan Query,Critical,1.7,2026/05/29
1827,15701206,Login Issue,High,4.0,2026/05/28
1828,15600379,Card Problem,High,5.1,2026/07/12
1829,15707441,Login Issue,Medium,11.3,2025/11/23
1830,15705313,Fraud Alert,critical,,2026/03/08
1831,15618647,Card Problem,High,4.8,2026/03/12
1832,15794849,Complaint,Medium,,2026/01/25
1833,15601026,Complaint, High ,5.1,2026/03/20
1834,15777893,Login Issue,High,4.1,2026/03/31
1835,15632977,,Medium,15.5,2026/02/23
1836,15738715,App Bug,Low,94.0,2026/08/16
1837,15674526,App Bug,Medium,37.5,2026/07/06
1838,15770030,Payment Failure,High,6.6,2025/09/29
1839,15662091,Card Problem,Low,36.9,2026/07/23
1840,15568238,Account Update,Medium,39.4,2026/07/31
1841,15675185,Fraud Alert,Medium,13.4,2026/02/21
1842,15659736,App Bug,Medium,17.9,2025/10/06
1843,15731478,Loan Query,Critical,1.5,2026/02/18
1844,15614962,Login Issue,Critical,1.0,2025/10/21
1845,15630709,Payment Failure,Low,74.1,2026/06/15
1846,15568088,Payment Failure,Medium,,2026/08/16
1847,15694677,Login Issue,Medium,6.5,2026/03/19
1848,15640421,Login Issue,Medium,40.8,2026/01/26
1849,15783083,Account Update,Medium,31.7,2026/01/10
1850,15591286,Payment Failure,Critical,1.9,2026/08/05
1851,15731815,Complaint,High,4.9,2026/07/08
1852,15724444,Loan Query,Medium,26.5,2025/11/18
1853,15601892,Card Problem,High,4.9,2026/02/20
1854,15572291,App Bug,Low,51.1,2025/10/14
1855,15694556,Payment Failure,Medium,-5.0,2026/06/28
1856,15702462,Complaint,low,79.1,2026/08/08
1857,15655368,Payment Failure,Low,76.9,2025/11/14
1858,15576683,Fraud Alert,Low,94.4,2026/03/01
1859,15615096,Loan Query,Medium,-5.0,2026/02/08
1860,15653306,Account Update,Low,71.8,2026/08/04
1861,15780498,App Bug,Medium,-5.0,2026/08/26
1862,15780220,Loan Query,Low,87.0,2026/08/08
1863,15615444,Payment Failure,Low,28.1,2026/03/22
1864,15660422,Account Update,Medium,39.0,2025/11/08
1865,15667889,,Medium,23.8,2026/07/04
1866,15738605,Account Update,Medium,16.3,2026/08/31
1867,15788686,Fraud Alert,Low,56.7,2025/10/16
1868,15803840,,Medium,28.4,2026/02/08
1869,15777599,Fraud Alert,Low,13.7,2026/06/16
1870,15806327,,Medium,19.6,2026/03/14
1871,15794257,Payment Failure,Medium,28.4,2026/07/29
1872,15603319,Card Problem,High,6.8,2026/02/18
1873,15726832,Login Issue,Critical,2.2,2025/11/07
1874,15625942,Card Problem,Critical,2.6,2026/08/12
1875,15788659,App Bug,Low,88.0,2026/08/28
1876,15756804,App Bug,Low,,2026/08/19
1877,15582154,Payment Failure,Low,73.5,2026/05/30
1878,15631406,Complaint,High,9.0,2025/10/20
1879,15635034,Login Issue,Medium,-5.0,2026/07/30
1880,15615938,Card Problem,Medium,24.6,2026/08/12
1881,15703068,Fraud Alert,High,9.3,2026/04/07
